,date,value,name_B07VLBMZLC
665,2021-05-25,6884.0,Water Treatment
666,2021-05-26,6884.0,Water Treatment
667,2021-05-27,6884.0,Water Treatment
668,2021-05-28,6884.0,Water Treatment
669,2021-05-29,6884.0,Water Treatment
670,2021-05-30,6884.0,Water Treatment
671,2021-05-31,6884.0,Water Treatment
672,2021-06-01,6884.0,Water Treatment
673,2021-06-02,6884.0,Water Treatment
674,2021-06-03,6884.0,Water Treatment
675,2021-06-04,6884.0,Water Treatment
676,2021-06-05,6884.0,Water Treatment
677,2021-06-06,6884.0,Water Treatment
678,2021-06-07,6884.0,Water Treatment
679,2021-06-08,6884.0,Water Treatment
680,2021-06-09,6884.0,Water Treatment
681,2021-06-10,6884.0,Water Treatment
682,2021-06-11,6320.0,Water Treatment
683,2021-06-12,6320.0,Water Treatment
684,2021-06-13,7912.0,Water Treatment
685,2021-06-14,7912.0,Water Treatment
686,2021-06-15,5665.0,Water Treatment
687,2021-06-16,5665.0,Water Treatment
688,2021-06-17,4705.0,Water Treatment
689,2021-06-18,5419.0,Water Treatment
690,2021-06-19,6148.0,Water Treatment
691,2021-06-20,6851.0,Water Treatment
692,2021-06-21,6851.0,Water Treatment
693,2021-06-22,6851.0,Water Treatment
694,2021-06-23,9930.0,Water Treatment
695,2021-06-24,9206.0,Water Treatment
696,2021-06-25,8163.0,Water Treatment
697,2021-06-26,8163.0,Water Treatment
698,2021-06-27,7275.0,Water Treatment
699,2021-06-28,7229.0,Water Treatment
700,2021-06-29,7229.0,Water Treatment
701,2021-06-30,4524.0,Water Treatment
702,2021-07-01,6645.0,Water Treatment
703,2021-07-02,5340.0,Water Treatment
704,2021-07-03,6802.0,Water Treatment
705,2021-07-04,6802.0,Water Treatment
706,2021-07-05,5077.0,Water Treatment
707,2021-07-06,5261.0,Water Treatment
708,2021-07-07,5261.0,Water Treatment
709,2021-07-08,4748.0,Water Treatment
710,2021-07-09,5693.0,Water Treatment
711,2021-07-10,5693.0,Water Treatment
712,2021-07-11,8547.0,Water Treatment
