,date,value,name_B07FSQCW7B
498,2021-02-12,5720.0,"Braces, Splints & Supports"
499,2021-02-13,6109.0,"Braces, Splints & Supports"
500,2021-02-14,6109.0,"Braces, Splints & Supports"
501,2021-02-15,6696.0,"Braces, Splints & Supports"
502,2021-02-16,6696.0,"Braces, Splints & Supports"
503,2021-02-17,6696.0,"Braces, Splints & Supports"
504,2021-02-18,6037.0,"Braces, Splints & Supports"
505,2021-02-19,6037.0,"Braces, Splints & Supports"
506,2021-02-20,7496.0,"Braces, Splints & Supports"
507,2021-02-21,7496.0,"Braces, Splints & Supports"
508,2021-02-22,7496.0,"Braces, Splints & Supports"
509,2021-02-23,6875.0,"Braces, Splints & Supports"
510,2021-02-24,6357.0,"Braces, Splints & Supports"
511,2021-02-25,5830.0,"Braces, Splints & Supports"
512,2021-02-26,5830.0,"Braces, Splints & Supports"
513,2021-02-27,4382.0,"Braces, Splints & Supports"
514,2021-02-28,4382.0,"Braces, Splints & Supports"
515,2021-03-01,5619.0,"Braces, Splints & Supports"
516,2021-03-02,5619.0,"Braces, Splints & Supports"
517,2021-03-03,5619.0,"Braces, Splints & Supports"
518,2021-03-04,4453.0,"Braces, Splints & Supports"
519,2021-03-05,4453.0,"Braces, Splints & Supports"
520,2021-03-06,4453.0,"Braces, Splints & Supports"
521,2021-03-07,4254.0,"Braces, Splints & Supports"
522,2021-03-08,4254.0,"Braces, Splints & Supports"
523,2021-03-09,4254.0,"Braces, Splints & Supports"
524,2021-03-10,3907.0,"Braces, Splints & Supports"
525,2021-03-11,3907.0,"Braces, Splints & Supports"
526,2021-03-12,3859.0,"Braces, Splints & Supports"
527,2021-03-13,3670.0,"Braces, Splints & Supports"
528,2021-03-14,3670.0,"Braces, Splints & Supports"
529,2021-03-15,3670.0,"Braces, Splints & Supports"
530,2021-03-16,4077.0,"Braces, Splints & Supports"
531,2021-03-17,4374.0,"Braces, Splints & Supports"
532,2021-03-18,4374.0,"Braces, Splints & Supports"
533,2021-03-19,4104.0,"Braces, Splints & Supports"
534,2021-03-20,4104.0,"Braces, Splints & Supports"
535,2021-03-21,4104.0,"Braces, Splints & Supports"
536,2021-03-22,4714.0,"Braces, Splints & Supports"
537,2021-03-23,4182.0,"Braces, Splints & Supports"
538,2021-03-24,3783.0,"Braces, Splints & Supports"
539,2021-03-25,3783.0,"Braces, Splints & Supports"
540,2021-03-26,3785.0,"Braces, Splints & Supports"
541,2021-03-27,3945.0,"Braces, Splints & Supports"
542,2021-03-28,3438.0,"Braces, Splints & Supports"
543,2021-03-29,3438.0,"Braces, Splints & Supports"
544,2021-03-30,3438.0,"Braces, Splints & Supports"
545,2021-03-31,3906.0,"Braces, Splints & Supports"
546,2021-04-01,3906.0,"Braces, Splints & Supports"
547,2021-04-02,3906.0,"Braces, Splints & Supports"
548,2021-04-03,3906.0,"Braces, Splints & Supports"
549,2021-04-04,4108.0,"Braces, Splints & Supports"
550,2021-04-05,4108.0,"Braces, Splints & Supports"
551,2021-04-06,4108.0,"Braces, Splints & Supports"
552,2021-04-07,3460.0,"Braces, Splints & Supports"
553,2021-04-08,3166.0,"Braces, Splints & Supports"
554,2021-04-09,3166.0,"Braces, Splints & Supports"
555,2021-04-10,3321.0,"Braces, Splints & Supports"
556,2021-04-11,3321.0,"Braces, Splints & Supports"
557,2021-04-12,4382.0,"Braces, Splints & Supports"
558,2021-04-13,4166.0,"Braces, Splints & Supports"
559,2021-04-14,3375.0,"Braces, Splints & Supports"
560,2021-04-15,3375.0,"Braces, Splints & Supports"
561,2021-04-16,3483.0,"Braces, Splints & Supports"
562,2021-04-17,3173.0,"Braces, Splints & Supports"
563,2021-04-18,3794.0,"Braces, Splints & Supports"
564,2021-04-19,3686.0,"Braces, Splints & Supports"
565,2021-04-20,3739.0,"Braces, Splints & Supports"
566,2021-04-21,3988.0,"Braces, Splints & Supports"
567,2021-04-22,3988.0,"Braces, Splints & Supports"
568,2021-04-23,3988.0,"Braces, Splints & Supports"
569,2021-04-24,3988.0,"Braces, Splints & Supports"
570,2021-04-25,3988.0,"Braces, Splints & Supports"
571,2021-04-26,3988.0,"Braces, Splints & Supports"
572,2021-04-27,3623.0,"Braces, Splints & Supports"
573,2021-04-28,3623.0,"Braces, Splints & Supports"
574,2021-04-29,3458.0,"Braces, Splints & Supports"
575,2021-04-30,3933.0,"Braces, Splints & Supports"
576,2021-05-01,3933.0,"Braces, Splints & Supports"
577,2021-05-02,3283.0,"Braces, Splints & Supports"
578,2021-05-03,4198.0,"Braces, Splints & Supports"
579,2021-05-04,4198.0,"Braces, Splints & Supports"
580,2021-05-05,3927.0,"Braces, Splints & Supports"
581,2021-05-06,3565.0,"Braces, Splints & Supports"
582,2021-05-07,3599.0,"Braces, Splints & Supports"
583,2021-05-08,3599.0,"Braces, Splints & Supports"
584,2021-05-09,3599.0,"Braces, Splints & Supports"
585,2021-05-10,5134.0,"Braces, Splints & Supports"
586,2021-05-11,4155.0,"Braces, Splints & Supports"
587,2021-05-12,4155.0,"Braces, Splints & Supports"
588,2021-05-13,4155.0,"Braces, Splints & Supports"
589,2021-05-14,3943.0,"Braces, Splints & Supports"
590,2021-05-15,3943.0,"Braces, Splints & Supports"
591,2021-05-16,4193.0,"Braces, Splints & Supports"
592,2021-05-17,4193.0,"Braces, Splints & Supports"
593,2021-05-18,4324.0,"Braces, Splints & Supports"
594,2021-05-19,3762.0,"Braces, Splints & Supports"
595,2021-05-20,3511.0,"Braces, Splints & Supports"
596,2021-05-21,3881.0,"Braces, Splints & Supports"
597,2021-05-22,3881.0,"Braces, Splints & Supports"
598,2021-05-23,3307.0,"Braces, Splints & Supports"
599,2021-05-24,3518.0,"Braces, Splints & Supports"
600,2021-05-25,3518.0,"Braces, Splints & Supports"
601,2021-05-26,3650.0,"Braces, Splints & Supports"
602,2021-05-27,3207.0,"Braces, Splints & Supports"
603,2021-05-28,3207.0,"Braces, Splints & Supports"
604,2021-05-29,3119.0,"Braces, Splints & Supports"
605,2021-05-30,3178.0,"Braces, Splints & Supports"
606,2021-05-31,3178.0,"Braces, Splints & Supports"
607,2021-06-01,3932.0,"Braces, Splints & Supports"
608,2021-06-02,3932.0,"Braces, Splints & Supports"
609,2021-06-03,3581.0,"Braces, Splints & Supports"
610,2021-06-04,3581.0,"Braces, Splints & Supports"
611,2021-06-05,3490.0,"Braces, Splints & Supports"
612,2021-06-06,4053.0,"Braces, Splints & Supports"
613,2021-06-07,4053.0,"Braces, Splints & Supports"
614,2021-06-08,3479.0,"Braces, Splints & Supports"
615,2021-06-09,3479.0,"Braces, Splints & Supports"
616,2021-06-10,2891.0,"Braces, Splints & Supports"
617,2021-06-11,2891.0,"Braces, Splints & Supports"
618,2021-06-12,2891.0,"Braces, Splints & Supports"
619,2021-06-13,2833.0,"Braces, Splints & Supports"
620,2021-06-14,4102.0,"Braces, Splints & Supports"
621,2021-06-15,4102.0,"Braces, Splints & Supports"
622,2021-06-16,4102.0,"Braces, Splints & Supports"
623,2021-06-17,3375.0,"Braces, Splints & Supports"
624,2021-06-18,3338.0,"Braces, Splints & Supports"
625,2021-06-19,3338.0,"Braces, Splints & Supports"
626,2021-06-20,3185.0,"Braces, Splints & Supports"
627,2021-06-21,3557.0,"Braces, Splints & Supports"
628,2021-06-22,4181.0,"Braces, Splints & Supports"
629,2021-06-23,4182.0,"Braces, Splints & Supports"
630,2021-06-24,4182.0,"Braces, Splints & Supports"
631,2021-06-25,4182.0,"Braces, Splints & Supports"
632,2021-06-26,2850.0,"Braces, Splints & Supports"
633,2021-06-27,2981.0,"Braces, Splints & Supports"
634,2021-06-28,3047.0,"Braces, Splints & Supports"
635,2021-06-29,3577.0,"Braces, Splints & Supports"
636,2021-06-30,3010.0,"Braces, Splints & Supports"
637,2021-07-01,2993.0,"Braces, Splints & Supports"
638,2021-07-02,2993.0,"Braces, Splints & Supports"
639,2021-07-03,3222.0,"Braces, Splints & Supports"
640,2021-07-04,3222.0,"Braces, Splints & Supports"
641,2021-07-05,4088.0,"Braces, Splints & Supports"
642,2021-07-06,4088.0,"Braces, Splints & Supports"
643,2021-07-07,4332.0,"Braces, Splints & Supports"
644,2021-07-08,4332.0,"Braces, Splints & Supports"
645,2021-07-09,3306.0,"Braces, Splints & Supports"
646,2021-07-10,3306.0,"Braces, Splints & Supports"
647,2021-07-11,3540.0,"Braces, Splints & Supports"
