,date,value,name_B0793BPPVN
665,2020-07-09,3766.0,Litter Mats
666,2020-07-10,3766.0,Litter Mats
667,2020-07-11,3766.0,Litter Mats
668,2020-07-12,3766.0,Litter Mats
669,2020-07-13,3690.0,Litter Mats
670,2020-07-14,3863.0,Litter Mats
671,2020-07-15,3394.0,Litter Mats
672,2020-07-16,3367.0,Litter Mats
673,2020-07-17,3367.0,Litter Mats
674,2020-07-18,3367.0,Litter Mats
675,2020-07-19,3428.0,Litter Mats
676,2020-07-20,2910.0,Litter Mats
677,2020-07-21,2763.0,Litter Mats
678,2020-07-22,2734.0,Litter Mats
679,2020-07-23,2612.0,Litter Mats
680,2020-07-24,2612.0,Litter Mats
681,2020-07-25,2612.0,Litter Mats
682,2020-07-26,2275.0,Litter Mats
683,2020-07-27,2168.0,Litter Mats
684,2020-07-28,1771.0,Litter Mats
685,2020-07-29,1771.0,Litter Mats
686,2020-07-30,1813.0,Litter Mats
687,2020-07-31,1813.0,Litter Mats
688,2020-08-01,1813.0,Litter Mats
689,2020-08-02,2033.0,Litter Mats
690,2020-08-03,2033.0,Litter Mats
691,2020-08-04,2159.0,Litter Mats
692,2020-08-05,2159.0,Litter Mats
693,2020-08-06,2210.0,Litter Mats
694,2020-08-07,2210.0,Litter Mats
695,2020-08-08,2210.0,Litter Mats
696,2020-08-09,2266.0,Litter Mats
697,2020-08-10,2266.0,Litter Mats
698,2020-08-11,2381.0,Litter Mats
699,2020-08-12,2381.0,Litter Mats
700,2020-08-13,2090.0,Litter Mats
701,2020-08-14,2090.0,Litter Mats
702,2020-08-15,2090.0,Litter Mats
703,2020-08-16,2599.0,Litter Mats
704,2020-08-17,2302.0,Litter Mats
705,2020-08-18,2302.0,Litter Mats
706,2020-08-19,2757.0,Litter Mats
707,2020-08-20,2757.0,Litter Mats
708,2020-08-21,2757.0,Litter Mats
709,2020-08-22,2331.0,Litter Mats
710,2020-08-23,2123.0,Litter Mats
711,2020-08-24,2119.0,Litter Mats
712,2020-08-25,2119.0,Litter Mats
713,2020-08-26,2051.0,Litter Mats
714,2020-08-27,2085.0,Litter Mats
715,2020-08-28,2085.0,Litter Mats
716,2020-08-29,2085.0,Litter Mats
717,2020-08-30,1509.0,Litter Mats
718,2020-08-31,1354.0,Litter Mats
719,2020-09-01,1354.0,Litter Mats
720,2020-09-02,1485.0,Litter Mats
721,2020-09-03,1485.0,Litter Mats
722,2020-09-04,1665.0,Litter Mats
723,2020-09-05,1665.0,Litter Mats
724,2020-09-06,1665.0,Litter Mats
725,2020-09-07,1867.0,Litter Mats
726,2020-09-08,1867.0,Litter Mats
727,2020-09-09,1735.0,Litter Mats
728,2020-09-10,1735.0,Litter Mats
729,2020-09-11,1735.0,Litter Mats
730,2020-09-12,1699.0,Litter Mats
731,2020-09-13,1742.0,Litter Mats
732,2020-09-14,1742.0,Litter Mats
733,2020-09-15,1742.0,Litter Mats
734,2020-09-16,1742.0,Litter Mats
735,2020-09-17,2695.0,Litter Mats
736,2020-09-18,2695.0,Litter Mats
737,2020-09-19,1999.0,Litter Mats
738,2020-09-20,1919.0,Litter Mats
739,2020-09-21,1792.0,Litter Mats
740,2020-09-22,1911.0,Litter Mats
741,2020-09-23,1911.0,Litter Mats
742,2020-09-24,1682.0,Litter Mats
743,2020-09-25,1682.0,Litter Mats
744,2020-09-26,1682.0,Litter Mats
745,2020-09-27,1813.0,Litter Mats
746,2020-09-28,1813.0,Litter Mats
747,2020-09-29,1907.0,Litter Mats
748,2020-09-30,1907.0,Litter Mats
749,2020-10-01,1940.0,Litter Mats
750,2020-10-02,1940.0,Litter Mats
751,2020-10-03,1940.0,Litter Mats
752,2020-10-04,2250.0,Litter Mats
753,2020-10-05,2250.0,Litter Mats
754,2020-10-06,2250.0,Litter Mats
755,2020-10-07,2795.0,Litter Mats
756,2020-10-08,2795.0,Litter Mats
757,2020-10-09,2749.0,Litter Mats
758,2020-10-10,2749.0,Litter Mats
759,2020-10-11,2749.0,Litter Mats
760,2020-10-12,2469.0,Litter Mats
761,2020-10-13,2469.0,Litter Mats
762,2020-10-14,3453.0,Litter Mats
763,2020-10-15,3453.0,Litter Mats
764,2020-10-16,3453.0,Litter Mats
765,2020-10-17,3447.0,Litter Mats
766,2020-10-18,3447.0,Litter Mats
767,2020-10-19,3447.0,Litter Mats
768,2020-10-20,3849.0,Litter Mats
769,2020-10-21,3871.0,Litter Mats
770,2020-10-22,3902.0,Litter Mats
771,2020-10-23,3902.0,Litter Mats
772,2020-10-24,3759.0,Litter Mats
773,2020-10-25,3759.0,Litter Mats
774,2020-10-26,3759.0,Litter Mats
775,2020-10-27,2289.0,Litter Mats
776,2020-10-28,2385.0,Litter Mats
777,2020-10-29,2333.0,Litter Mats
778,2020-10-30,2333.0,Litter Mats
779,2020-10-31,2333.0,Litter Mats
780,2020-11-01,2106.0,Litter Mats
781,2020-11-02,1658.0,Litter Mats
782,2020-11-03,1727.0,Litter Mats
783,2020-11-04,1727.0,Litter Mats
784,2020-11-05,1727.0,Litter Mats
785,2020-11-06,1824.0,Litter Mats
786,2020-11-07,1824.0,Litter Mats
787,2020-11-08,1824.0,Litter Mats
788,2020-11-09,1478.0,Litter Mats
789,2020-11-10,2011.0,Litter Mats
790,2020-11-11,1643.0,Litter Mats
791,2020-11-12,1643.0,Litter Mats
792,2020-11-13,1643.0,Litter Mats
793,2020-11-14,1643.0,Litter Mats
794,2020-11-15,1929.0,Litter Mats
795,2020-11-16,1597.0,Litter Mats
796,2020-11-17,1597.0,Litter Mats
797,2020-11-18,1597.0,Litter Mats
798,2020-11-19,2011.0,Litter Mats
799,2020-11-20,2011.0,Litter Mats
800,2020-11-21,2011.0,Litter Mats
801,2020-11-22,1821.0,Litter Mats
802,2020-11-23,1942.0,Litter Mats
803,2020-11-24,1942.0,Litter Mats
804,2020-11-25,2255.0,Litter Mats
805,2020-11-26,2063.0,Litter Mats
806,2020-11-27,2384.0,Litter Mats
807,2020-11-28,2384.0,Litter Mats
808,2020-11-29,2384.0,Litter Mats
809,2020-11-30,2084.0,Litter Mats
810,2020-12-01,2084.0,Litter Mats
811,2020-12-02,2084.0,Litter Mats
812,2020-12-03,2097.0,Litter Mats
813,2020-12-04,2177.0,Litter Mats
814,2020-12-05,2418.0,Litter Mats
815,2020-12-06,2418.0,Litter Mats
816,2020-12-07,2744.0,Litter Mats
817,2020-12-08,2864.0,Litter Mats
818,2020-12-09,2864.0,Litter Mats
819,2020-12-10,2723.0,Litter Mats
820,2020-12-11,2723.0,Litter Mats
821,2020-12-12,2855.0,Litter Mats
822,2020-12-13,2993.0,Litter Mats
823,2020-12-14,2993.0,Litter Mats
824,2020-12-15,2883.0,Litter Mats
825,2020-12-16,3195.0,Litter Mats
826,2020-12-17,3195.0,Litter Mats
827,2020-12-18,3195.0,Litter Mats
828,2020-12-19,3270.0,Litter Mats
829,2020-12-20,2789.0,Litter Mats
830,2020-12-21,2946.0,Litter Mats
831,2020-12-22,3206.0,Litter Mats
832,2020-12-23,3206.0,Litter Mats
833,2020-12-24,3546.0,Litter Mats
834,2020-12-25,3546.0,Litter Mats
835,2020-12-26,3546.0,Litter Mats
836,2020-12-27,2343.0,Litter Mats
837,2020-12-28,2343.0,Litter Mats
838,2020-12-29,2343.0,Litter Mats
839,2020-12-30,2891.0,Litter Mats
840,2020-12-31,3464.0,Litter Mats
841,2021-01-01,3715.0,Litter Mats
842,2021-01-02,3715.0,Litter Mats
843,2021-01-03,3064.0,Litter Mats
844,2021-01-04,3064.0,Litter Mats
845,2021-01-05,3064.0,Litter Mats
846,2021-01-06,2909.0,Litter Mats
847,2021-01-07,2808.0,Litter Mats
848,2021-01-08,2808.0,Litter Mats
849,2021-01-09,3369.0,Litter Mats
850,2021-01-10,3181.0,Litter Mats
851,2021-01-11,3438.0,Litter Mats
852,2021-01-12,3438.0,Litter Mats
853,2021-01-13,3670.0,Litter Mats
854,2021-01-14,4329.0,Litter Mats
855,2021-01-15,4329.0,Litter Mats
856,2021-01-16,3891.0,Litter Mats
857,2021-01-17,3891.0,Litter Mats
858,2021-01-18,3619.0,Litter Mats
859,2021-01-19,4507.0,Litter Mats
860,2021-01-20,4249.0,Litter Mats
861,2021-01-21,4249.0,Litter Mats
862,2021-01-22,3708.0,Litter Mats
863,2021-01-23,3708.0,Litter Mats
864,2021-01-24,4152.0,Litter Mats
865,2021-01-25,4152.0,Litter Mats
866,2021-01-26,4309.0,Litter Mats
867,2021-01-27,4117.0,Litter Mats
868,2021-01-28,4117.0,Litter Mats
869,2021-01-29,4117.0,Litter Mats
870,2021-01-30,4117.0,Litter Mats
871,2021-01-31,5197.0,Litter Mats
872,2021-02-01,5197.0,Litter Mats
873,2021-02-02,5197.0,Litter Mats
874,2021-02-03,5197.0,Litter Mats
875,2021-02-04,4899.0,Litter Mats
876,2021-02-05,4899.0,Litter Mats
877,2021-02-06,4899.0,Litter Mats
878,2021-02-07,6260.0,Litter Mats
879,2021-02-08,6260.0,Litter Mats
880,2021-02-09,6079.0,Litter Mats
881,2021-02-10,6079.0,Litter Mats
882,2021-02-11,6079.0,Litter Mats
883,2021-02-12,6079.0,Litter Mats
884,2021-02-13,6417.0,Litter Mats
885,2021-02-14,6417.0,Litter Mats
886,2021-02-15,6417.0,Litter Mats
887,2021-02-16,5726.0,Litter Mats
888,2021-02-17,5726.0,Litter Mats
889,2021-02-18,5726.0,Litter Mats
890,2021-02-19,5560.0,Litter Mats
891,2021-02-20,5560.0,Litter Mats
892,2021-02-21,5560.0,Litter Mats
893,2021-02-22,5517.0,Litter Mats
894,2021-02-23,5517.0,Litter Mats
895,2021-02-24,5001.0,Litter Mats
896,2021-02-25,5001.0,Litter Mats
897,2021-02-26,5001.0,Litter Mats
898,2021-02-27,6082.0,Litter Mats
899,2021-02-28,6082.0,Litter Mats
900,2021-03-01,6319.0,Litter Mats
901,2021-03-02,6682.0,Litter Mats
902,2021-03-03,6682.0,Litter Mats
903,2021-03-04,7544.0,Litter Mats
904,2021-03-05,7544.0,Litter Mats
905,2021-03-06,7225.0,Litter Mats
906,2021-03-07,7225.0,Litter Mats
907,2021-03-08,7225.0,Litter Mats
908,2021-03-09,6900.0,Litter Mats
909,2021-03-10,6900.0,Litter Mats
910,2021-03-11,6900.0,Litter Mats
911,2021-03-12,6900.0,Litter Mats
912,2021-03-13,7693.0,Litter Mats
913,2021-03-14,7693.0,Litter Mats
914,2021-03-15,8205.0,Litter Mats
915,2021-03-16,6869.0,Litter Mats
916,2021-03-17,6869.0,Litter Mats
917,2021-03-18,6714.0,Litter Mats
918,2021-03-19,6778.0,Litter Mats
919,2021-03-20,6778.0,Litter Mats
920,2021-03-21,5369.0,Litter Mats
921,2021-03-22,5369.0,Litter Mats
922,2021-03-23,5369.0,Litter Mats
923,2021-03-24,6376.0,Litter Mats
924,2021-03-25,6376.0,Litter Mats
925,2021-03-26,6376.0,Litter Mats
926,2021-03-27,6610.0,Litter Mats
927,2021-03-28,6610.0,Litter Mats
928,2021-03-29,6610.0,Litter Mats
929,2021-03-30,6536.0,Litter Mats
930,2021-03-31,7459.0,Litter Mats
931,2021-04-01,7459.0,Litter Mats
932,2021-04-02,7459.0,Litter Mats
933,2021-04-03,8179.0,Litter Mats
934,2021-04-04,8179.0,Litter Mats
935,2021-04-05,8179.0,Litter Mats
936,2021-04-06,6922.0,Litter Mats
937,2021-04-07,6922.0,Litter Mats
938,2021-04-08,7318.0,Litter Mats
939,2021-04-09,7318.0,Litter Mats
940,2021-04-10,7318.0,Litter Mats
941,2021-04-11,7752.0,Litter Mats
942,2021-04-12,7752.0,Litter Mats
943,2021-04-13,9750.0,Litter Mats
944,2021-04-14,9750.0,Litter Mats
945,2021-04-15,9750.0,Litter Mats
946,2021-04-16,8404.0,Litter Mats
947,2021-04-17,8404.0,Litter Mats
948,2021-04-18,8404.0,Litter Mats
949,2021-04-19,6901.0,Litter Mats
950,2021-04-20,6901.0,Litter Mats
951,2021-04-21,8004.0,Litter Mats
952,2021-04-22,8004.0,Litter Mats
953,2021-04-23,8217.0,Litter Mats
954,2021-04-24,10272.0,Litter Mats
955,2021-04-25,8691.0,Litter Mats
956,2021-04-26,8691.0,Litter Mats
957,2021-04-27,9723.0,Litter Mats
958,2021-04-28,9723.0,Litter Mats
959,2021-04-29,8752.0,Litter Mats
960,2021-04-30,8752.0,Litter Mats
961,2021-05-01,8752.0,Litter Mats
962,2021-05-02,8752.0,Litter Mats
963,2021-05-03,9720.0,Litter Mats
964,2021-05-04,9720.0,Litter Mats
965,2021-05-05,8418.0,Litter Mats
966,2021-05-06,8418.0,Litter Mats
967,2021-05-07,8418.0,Litter Mats
968,2021-05-08,8418.0,Litter Mats
969,2021-05-09,7454.0,Litter Mats
970,2021-05-10,7454.0,Litter Mats
971,2021-05-11,7454.0,Litter Mats
972,2021-05-12,7074.0,Litter Mats
973,2021-05-13,7074.0,Litter Mats
974,2021-05-14,10083.0,Litter Mats
975,2021-05-15,10083.0,Litter Mats
976,2021-05-16,4715.0,Litter Mats
977,2021-05-17,4715.0,Litter Mats
978,2021-05-18,5407.0,Litter Mats
979,2021-05-19,7266.0,Litter Mats
980,2021-05-20,5253.0,Litter Mats
981,2021-05-21,5932.0,Litter Mats
982,2021-05-22,5932.0,Litter Mats
983,2021-05-23,6651.0,Litter Mats
984,2021-05-24,6651.0,Litter Mats
985,2021-05-25,5999.0,Litter Mats
986,2021-05-26,5999.0,Litter Mats
987,2021-05-27,5975.0,Litter Mats
988,2021-05-28,6741.0,Litter Mats
989,2021-05-29,8556.0,Litter Mats
990,2021-05-30,8556.0,Litter Mats
991,2021-05-31,5976.0,Litter Mats
992,2021-06-01,4475.0,Litter Mats
993,2021-06-02,4475.0,Litter Mats
994,2021-06-03,4723.0,Litter Mats
995,2021-06-04,4723.0,Litter Mats
996,2021-06-05,4723.0,Litter Mats
997,2021-06-06,4754.0,Litter Mats
998,2021-06-07,4754.0,Litter Mats
999,2021-06-08,4263.0,Litter Mats
1000,2021-06-09,4501.0,Litter Mats
1001,2021-06-10,4985.0,Litter Mats
1002,2021-06-11,4985.0,Litter Mats
1003,2021-06-12,4534.0,Litter Mats
1004,2021-06-13,4534.0,Litter Mats
1005,2021-06-14,4303.0,Litter Mats
1006,2021-06-15,5625.0,Litter Mats
1007,2021-06-16,5383.0,Litter Mats
1008,2021-06-17,5383.0,Litter Mats
1009,2021-06-18,5383.0,Litter Mats
1010,2021-06-19,5383.0,Litter Mats
1011,2021-06-20,6194.0,Litter Mats
1012,2021-06-21,6194.0,Litter Mats
1013,2021-06-22,5215.0,Litter Mats
1014,2021-06-23,5572.0,Litter Mats
1015,2021-06-24,5431.0,Litter Mats
1016,2021-06-25,5414.0,Litter Mats
1017,2021-06-26,5414.0,Litter Mats
1018,2021-06-27,4400.0,Litter Mats
1019,2021-06-28,4955.0,Litter Mats
1020,2021-06-29,4960.0,Litter Mats
1021,2021-06-30,4846.0,Litter Mats
1022,2021-07-01,4478.0,Litter Mats
1023,2021-07-02,5239.0,Litter Mats
1024,2021-07-03,5239.0,Litter Mats
1025,2021-07-04,4556.0,Litter Mats
1026,2021-07-05,4556.0,Litter Mats
1027,2021-07-06,4433.0,Litter Mats
1028,2021-07-07,4036.0,Litter Mats
1029,2021-07-08,4326.0,Litter Mats
1030,2021-07-09,4267.0,Litter Mats
1031,2021-07-10,4267.0,Litter Mats
1032,2021-07-11,4191.0,Litter Mats
