,date,value,name_B07Z6NJVML
498,2021-03-07,15138.0,"Braces, Splints & Supports"
499,2021-03-08,15138.0,"Braces, Splints & Supports"
500,2021-03-09,17939.0,"Braces, Splints & Supports"
501,2021-03-10,17939.0,"Braces, Splints & Supports"
502,2021-03-11,17939.0,"Braces, Splints & Supports"
503,2021-03-12,18046.0,"Braces, Splints & Supports"
504,2021-03-13,18046.0,"Braces, Splints & Supports"
505,2021-03-14,11774.0,"Braces, Splints & Supports"
506,2021-03-15,13805.0,"Braces, Splints & Supports"
507,2021-03-16,19767.0,"Braces, Splints & Supports"
508,2021-03-17,17061.0,"Braces, Splints & Supports"
509,2021-03-18,16450.0,"Braces, Splints & Supports"
510,2021-03-19,16956.0,"Braces, Splints & Supports"
511,2021-03-20,16956.0,"Braces, Splints & Supports"
512,2021-03-21,16956.0,"Braces, Splints & Supports"
513,2021-03-22,16956.0,"Braces, Splints & Supports"
514,2021-03-23,17681.0,"Braces, Splints & Supports"
515,2021-03-24,14089.0,"Braces, Splints & Supports"
516,2021-03-25,15155.0,"Braces, Splints & Supports"
517,2021-03-26,14896.0,"Braces, Splints & Supports"
518,2021-03-27,14896.0,"Braces, Splints & Supports"
519,2021-03-28,14896.0,"Braces, Splints & Supports"
520,2021-03-29,18790.0,"Braces, Splints & Supports"
521,2021-03-30,18790.0,"Braces, Splints & Supports"
522,2021-03-31,18790.0,"Braces, Splints & Supports"
523,2021-04-01,18790.0,"Braces, Splints & Supports"
524,2021-04-02,18790.0,"Braces, Splints & Supports"
525,2021-04-03,13657.0,"Braces, Splints & Supports"
526,2021-04-04,17632.0,"Braces, Splints & Supports"
527,2021-04-05,18210.0,"Braces, Splints & Supports"
528,2021-04-06,18210.0,"Braces, Splints & Supports"
529,2021-04-07,18210.0,"Braces, Splints & Supports"
530,2021-04-08,10297.0,"Braces, Splints & Supports"
531,2021-04-09,10297.0,"Braces, Splints & Supports"
532,2021-04-10,15542.0,"Braces, Splints & Supports"
533,2021-04-11,15542.0,"Braces, Splints & Supports"
534,2021-04-12,17957.0,"Braces, Splints & Supports"
535,2021-04-13,17957.0,"Braces, Splints & Supports"
536,2021-04-14,13927.0,"Braces, Splints & Supports"
537,2021-04-15,13927.0,"Braces, Splints & Supports"
538,2021-04-16,13927.0,"Braces, Splints & Supports"
539,2021-04-17,13927.0,"Braces, Splints & Supports"
540,2021-04-18,15565.0,"Braces, Splints & Supports"
541,2021-04-19,15565.0,"Braces, Splints & Supports"
542,2021-04-20,15684.0,"Braces, Splints & Supports"
543,2021-04-21,14086.0,"Braces, Splints & Supports"
544,2021-04-22,18122.0,"Braces, Splints & Supports"
545,2021-04-23,14733.0,"Braces, Splints & Supports"
546,2021-04-24,14733.0,"Braces, Splints & Supports"
547,2021-04-25,14733.0,"Braces, Splints & Supports"
548,2021-04-26,19863.0,"Braces, Splints & Supports"
549,2021-04-27,19863.0,"Braces, Splints & Supports"
550,2021-04-28,19863.0,"Braces, Splints & Supports"
551,2021-04-29,19201.0,"Braces, Splints & Supports"
552,2021-04-30,19201.0,"Braces, Splints & Supports"
553,2021-05-01,19201.0,"Braces, Splints & Supports"
554,2021-05-02,18356.0,"Braces, Splints & Supports"
555,2021-05-03,18356.0,"Braces, Splints & Supports"
556,2021-05-04,21540.0,"Braces, Splints & Supports"
557,2021-05-05,21540.0,"Braces, Splints & Supports"
558,2021-05-06,21540.0,"Braces, Splints & Supports"
559,2021-05-07,15827.0,"Braces, Splints & Supports"
560,2021-05-08,15827.0,"Braces, Splints & Supports"
561,2021-05-09,15827.0,"Braces, Splints & Supports"
562,2021-05-10,15147.0,"Braces, Splints & Supports"
563,2021-05-11,15147.0,"Braces, Splints & Supports"
564,2021-05-12,15147.0,"Braces, Splints & Supports"
565,2021-05-13,14947.0,"Braces, Splints & Supports"
566,2021-05-14,14947.0,"Braces, Splints & Supports"
567,2021-05-15,10937.0,"Braces, Splints & Supports"
568,2021-05-16,10937.0,"Braces, Splints & Supports"
569,2021-05-17,10937.0,"Braces, Splints & Supports"
570,2021-05-18,15726.0,"Braces, Splints & Supports"
571,2021-05-19,15726.0,"Braces, Splints & Supports"
572,2021-05-20,16315.0,"Braces, Splints & Supports"
573,2021-05-21,14183.0,"Braces, Splints & Supports"
574,2021-05-22,14183.0,"Braces, Splints & Supports"
575,2021-05-23,14183.0,"Braces, Splints & Supports"
576,2021-05-24,14649.0,"Braces, Splints & Supports"
577,2021-05-25,12633.0,"Braces, Splints & Supports"
578,2021-05-26,12633.0,"Braces, Splints & Supports"
579,2021-05-27,12633.0,"Braces, Splints & Supports"
580,2021-05-28,12552.0,"Braces, Splints & Supports"
581,2021-05-29,12552.0,"Braces, Splints & Supports"
582,2021-05-30,12552.0,"Braces, Splints & Supports"
583,2021-05-31,12287.0,"Braces, Splints & Supports"
584,2021-06-01,12287.0,"Braces, Splints & Supports"
585,2021-06-02,12287.0,"Braces, Splints & Supports"
586,2021-06-03,12287.0,"Braces, Splints & Supports"
587,2021-06-04,12049.0,"Braces, Splints & Supports"
588,2021-06-05,12049.0,"Braces, Splints & Supports"
589,2021-06-06,12049.0,"Braces, Splints & Supports"
590,2021-06-07,12323.0,"Braces, Splints & Supports"
591,2021-06-08,12323.0,"Braces, Splints & Supports"
592,2021-06-09,12323.0,"Braces, Splints & Supports"
593,2021-06-10,12323.0,"Braces, Splints & Supports"
594,2021-06-11,13755.0,"Braces, Splints & Supports"
595,2021-06-12,13755.0,"Braces, Splints & Supports"
596,2021-06-13,13755.0,"Braces, Splints & Supports"
597,2021-06-14,15851.0,"Braces, Splints & Supports"
598,2021-06-15,15851.0,"Braces, Splints & Supports"
599,2021-06-16,15851.0,"Braces, Splints & Supports"
600,2021-06-17,18212.0,"Braces, Splints & Supports"
601,2021-06-18,18212.0,"Braces, Splints & Supports"
602,2021-06-19,14093.0,"Braces, Splints & Supports"
603,2021-06-20,14093.0,"Braces, Splints & Supports"
604,2021-06-21,13573.0,"Braces, Splints & Supports"
605,2021-06-22,14626.0,"Braces, Splints & Supports"
606,2021-06-23,14626.0,"Braces, Splints & Supports"
607,2021-06-24,14626.0,"Braces, Splints & Supports"
608,2021-06-25,14626.0,"Braces, Splints & Supports"
609,2021-06-26,12031.0,"Braces, Splints & Supports"
610,2021-06-27,12031.0,"Braces, Splints & Supports"
611,2021-06-28,12031.0,"Braces, Splints & Supports"
612,2021-06-29,15772.0,"Braces, Splints & Supports"
613,2021-06-30,13583.0,"Braces, Splints & Supports"
614,2021-07-01,13583.0,"Braces, Splints & Supports"
615,2021-07-02,13583.0,"Braces, Splints & Supports"
616,2021-07-03,17049.0,"Braces, Splints & Supports"
617,2021-07-04,17049.0,"Braces, Splints & Supports"
618,2021-07-05,17049.0,"Braces, Splints & Supports"
619,2021-07-06,20365.0,"Braces, Splints & Supports"
620,2021-07-07,20365.0,"Braces, Splints & Supports"
621,2021-07-08,20365.0,"Braces, Splints & Supports"
622,2021-07-09,18644.0,"Braces, Splints & Supports"
623,2021-07-10,18644.0,"Braces, Splints & Supports"
624,2021-07-11,15877.0,"Braces, Splints & Supports"
