ds,yhat,yhat_lower,yhat_upper,file_name
2021-01-27,4338.654427018802,3375.411060305018,5174.797512521908,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-28,4334.861618570845,3369.657322210995,5164.522179287382,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-29,4378.714676467656,3457.4360817915817,5287.835383944501,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-30,4451.314121468932,3550.1089020887557,5392.1952373362055,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-01-31,4479.926903876143,3597.7566532738033,5329.857467122254,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-01,4457.654482541726,3573.4007835161133,5395.094589652304,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-02,4278.844892266848,3332.7856338536894,5182.268384132428,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-03,4236.341861764092,3334.8969426275676,5118.2940432389505,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-04,4238.947287393197,3324.6393837993537,5128.1963895004965,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-05,4288.25734252721,3379.111754467135,5247.543291267813,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-06,4365.94717656433,3402.1578873505573,5304.515224405568,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-07,4393.775195248358,3507.83131502481,5273.751966958891,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-08,4371.694935474669,3530.4096777114223,5272.496148520683,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-09,4196.105504392887,3341.5875337698494,5120.903198028267,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-10,4154.197432300284,3211.866895760947,5026.688640936454,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-11,4161.303092925895,3247.6998183607725,5067.134063783731,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-12,4214.339282366326,3310.0034854549976,5164.502498707768,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-13,4295.429491242405,3360.8334767540996,5201.989361188754,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-14,4327.6045083355475,3434.8255561063165,5245.193953364512,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-15,3836.8826668844986,2927.6619416480844,4756.904538872476,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-16,4142.150528322053,3278.8634996931514,5053.649642665034,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-17,4105.393338115556,3186.9922026517675,4994.119298153146,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-18,4112.333334215506,3241.502574029311,5027.417394210755,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-19,4164.661885568668,3256.1233513046677,5041.442961788159,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-20,4244.7108186973755,3372.514712592525,5192.353761477151,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-21,4276.419587708967,3301.866682991145,5207.686321678697,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-22,4259.597814628792,3330.2904445716777,5143.424948836094,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-23,4093.017231892473,3199.264751543705,5011.564657604685,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-24,4056.625398579505,3168.6702804591887,4949.543103255834,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-25,4063.4119453382855,3169.5698317558167,5005.612360445024,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-26,4115.045824773404,3182.6004856761215,5007.744703503182,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-27,4194.067292133878,3306.018874128555,5105.668330979402,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-02-28,4225.323143332081,3354.2515193239865,5146.300824838473,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-01,4208.6153409750705,3296.389749663887,5100.548708847447,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-02,4043.9446296468186,3075.5462773630866,4915.005262771992,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-03,4007.9056652414292,3180.778321752257,4871.395700920128,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-04,4014.5268338356555,3156.4560232565436,4912.159526851344,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-05,4065.4542981037553,3168.7259783900377,4938.998092824376,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-06,4143.436289339089,3232.338231534941,5050.194871778736,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-07,4174.226698105974,3292.187196630813,5053.458668470354,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-08,4157.632866190972,3218.871109534829,5112.051330084083,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-09,3994.8720260415466,3032.992569426414,4873.737746687839,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-10,3959.185930283558,2990.644801932912,4866.162007875362,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-11,3965.641720437207,3093.922341809495,4902.47198270596,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-12,4015.8627697858,3193.962560695548,4884.850011571255,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-13,4092.8052851421558,3250.947326081196,5005.674234046739,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-14,4123.130251747388,3231.256831412791,5058.866615801435,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-15,4106.650390559401,3211.264064016318,4978.47351637781,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-16,3945.7994218925123,3002.6428487513745,4890.589524363967,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-17,3910.4661950558398,3014.969582200969,4838.047921204637,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-18,3916.7566070385105,3002.770848203187,4854.361011401118,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-19,3966.2712414678444,3078.1107096789674,4814.037917060688,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-20,4042.174280945002,3174.0509935312452,4894.179805066512,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-21,4072.033805388736,3140.233039004967,4958.496867310285,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-22,4055.6679149282627,3205.3622503428574,4957.754259977428,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-23,3896.72681774348,3044.5387719052824,4834.350214484118,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-24,3861.7464598279266,2885.3138544476533,4758.310477598628,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-25,3867.871493639817,3035.226880999868,4787.684081518755,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-26,3916.6797131500143,2916.823575239455,4782.295193190941,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-27,3991.543276747955,3043.26559283602,4850.45555662206,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-28,4020.937359030059,3111.7982537247626,4918.065566518709,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-29,4004.685439296689,3035.901786227272,4872.495244463731,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-30,3847.6542135944483,2979.9733068194582,4748.119833689689,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-03-31,3813.026724600196,2926.134485377025,4788.49741865523,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-01,3818.986380241242,2908.2739305626646,4703.078438961715,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-02,3867.0881848318245,2985.5933702001203,4835.711687412886,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-03,3940.912272550907,3090.7739201784593,4861.93200268919,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-04,3969.840912671342,3117.7220631812265,4925.076915907203,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-05,3953.7029636651414,3011.6736754996537,4804.236292207751,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-06,3798.5816094453758,2872.605631414676,4633.142111019295,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-07,3764.3069893723746,2902.1011206860153,4691.354067608497,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-08,3770.101266842472,2869.896702811646,4668.707510393782,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-09,3817.4966565139916,2939.785238684786,4715.928226257597,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-10,3890.2812683538555,2955.705468241717,4713.404220843267,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-11,3918.744466312753,3024.732867275152,4833.933974398673,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-12,3902.7204880335717,2997.9237017346713,4830.30288388803,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-13,3749.5090052967653,2844.5095048732865,4635.387567063575,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-14,3715.5872541445547,2777.4947432513686,4634.998795685216,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-15,3721.216153444012,2785.3808233134437,4630.350617291051,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-16,3767.9051281959146,2799.327118994135,4728.235357246689,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-17,3839.650264156701,2962.5022918613627,4750.828761051674,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-18,3867.648019953952,2964.187911947525,4787.449223163275,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-19,3851.7380124020046,2918.5037364218256,4803.353914249641,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-20,3700.4364011476923,2821.8737659145295,4566.204304791058,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-21,3666.867518916735,2785.687299297311,4542.707278921093,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-22,3672.3310400453197,2792.4345558925907,4588.214246220068,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-23,3718.313599878077,2821.5392629073035,4701.039318630506,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-24,3789.019259959341,2778.759086842715,4705.086420366035,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-25,3816.5515735953622,2844.3890351201144,4703.934196004476,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-26,3800.755536770462,2858.4962157439063,4705.909214349337,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-27,3651.3637969987053,2737.4982640999933,4553.648600768954,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-28,3618.147783689001,2735.4654683859776,4572.102230638959,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-29,3623.4459266465547,2800.087040081181,4527.609719432298,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-04-30,3668.722071560237,2767.6477963590405,4669.630540434717,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-01,3738.3882557621905,2815.4908261358614,4675.742245946275,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-02,3765.455127236711,2868.832508747693,4718.310663754105,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-03,3749.7730611388984,2872.001361866792,4668.063563290859,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-04,3602.291192849638,2641.719367713915,4487.100895453793,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-05,3569.428048461107,2678.676208468457,4411.963252723466,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-06,3574.5608132478665,2619.528370360074,4413.464655106877,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-07,3619.130543242162,2716.3866436452863,4487.63271138626,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-08,3687.757251565235,2819.235631871103,4604.016738978641,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-09,3714.358680878059,2759.867033376016,4605.937986477161,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-10,3698.790585507721,2813.836422264684,4594.997962215061,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-11,3553.218588700572,2662.218551311054,4428.35225367106,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-12,3520.7083132333714,2540.1290899269356,4389.10728363234,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-13,3525.675699849289,2695.4577942661494,4410.332729054451,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-14,3569.5390149243176,2685.34788209954,4445.654247640053,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-15,3637.1262473680836,2732.302074850871,4541.539478048357,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-16,3663.2622345194077,2760.7285226435665,4577.594290180148,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-17,3647.808109876156,2738.15357898771,4607.9519772522235,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-18,3504.1459845515888,2644.052441524791,4388.160313017799,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-19,3471.988578005471,2517.909571507146,4377.348051860071,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-20,3476.7905864507093,2559.752391960544,4383.195529279933,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-21,3519.947486606146,2652.388246269802,4437.88971286171,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-22,3586.4952431708316,2718.2234914382025,4513.428210781792,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-23,3612.165788160814,2673.938045048019,4540.67410211943,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-24,3596.8256342446043,2657.5854452770914,4544.497117715912,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-25,3455.0733804025276,2487.256389047293,4346.874254108169,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-26,3423.268842777745,2516.639056124855,4299.318461070757,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-27,3427.9054730521284,2519.1071184966722,4307.771694280388,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-28,3470.355958288299,2555.834591740501,4345.072685497272,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-29,3535.8642389736824,2589.57305296501,4422.9550947583475,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-30,3561.0693418021033,2651.7573020767277,4529.848506923137,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-05-31,3545.843158613054,2606.8042691538067,4451.049242641363,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-01,3406.000776253925,2479.091343356949,4355.950155139685,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-02,3374.5491075499267,2466.899195710556,4305.794897505509,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-03,3379.020359653442,2507.533615239839,4418.657517090821,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-04,3420.7644299703393,2537.3364863653746,4333.72782241626,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-05,3485.233234776534,2610.9531910010237,4407.285078835891,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-06,3509.9728954434313,2628.6901500667545,4357.062883040773,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-07,3494.8606829815067,2632.8743318208435,4405.351618361226,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-08,3356.9281721048637,2429.4235804156283,4275.665607906277,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-09,3325.8293723221877,2421.1653466448524,4261.668189732438,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-10,3330.135246254962,2488.050208505663,4249.230715848628,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-11,3371.17290165238,2476.1422791924465,4332.326479795867,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-12,3434.6022305795664,2542.6311199277766,4333.864885383615,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-13,3458.8764490847793,2537.931183576842,4446.064027373264,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-14,3443.8782073499497,2460.4471197200196,4339.03857484728,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-15,3307.855567955842,2359.7540588826755,4205.510842907472,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-16,3277.1096370944474,2346.073922496502,4228.709161562712,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-17,3281.250132856106,2339.873876300048,4242.111461215944,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-18,3321.5813733341147,2405.673591954427,4177.303038196609,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-19,3383.971226382416,2471.779756078693,4285.32470945178,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-20,3407.780002726183,2463.542789943707,4404.308716465096,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-21,3392.8957317184154,2516.457286869726,4356.42777116055,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-22,3258.782963807185,2288.036660588975,4073.5774736788894,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-23,3228.389901866553,2330.2442930066627,4108.059843263679,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-24,3232.3650194575225,2328.6878800425147,4170.879006054755,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-25,3271.9898450162623,2285.8248199740415,4226.197641688348,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-26,3333.3402221853535,2393.2112119906783,4305.188991280062,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-27,3356.6835563675845,2390.59697099425,4266.0818022213625,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-28,3341.913256087199,2423.0646679017036,4251.04166837956,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-29,3209.710359658161,2290.288447598434,4156.391973334433,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-06-30,3179.670166638811,2202.476888695663,4095.011108207741,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-01,3183.479906058839,2328.800347549042,4063.8682647853843,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-02,3222.3983166983044,2263.2356714375355,4169.780759691845,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-03,3282.709217988025,2339.3765776556334,4173.927873902105,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-04,3722.4303843469784,2755.23851002011,4619.266612530784,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-05,3768.1969112644465,2816.245303820723,4662.276520699115,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-06,3160.6377555091035,2256.9341055510954,4080.1178339202606,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-07,3130.9504314109936,2176.922285066473,4049.1592017916673,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-08,3134.5947926601575,2152.699930549671,4069.6667500859858,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-09,3172.806788380447,2205.91349286949,4129.8723017679,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-10,3232.078213790963,2290.520428516837,4202.692036324155,../data/all_df/B01N3P9W29_415_Health & Household.csv
2021-07-11,3254.490663650277,2358.2501625230657,4224.55471238494,../data/all_df/B01N3P9W29_415_Health & Household.csv
